"","actbillscc1","actbillscc10","actbillscc11","actbillscc2","actbillscc3","actbillscc4","actbillscc5","actbillscc6","actbillscc7","actbillscc8","actbillscc9","age","age_grp","billscc","brrise","desavebcs1","desavebcs2","desavebcs3","desavebcs4","desavebcs5","desavebcs6","dfihhyr","dfihhyrchg","fihhyr2","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc_likact1","fisc_likact2","fisc_likact3","fisc_likact4","fisc_likact5","fisc_likact6","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act5","fisc11_act6","fisc11_conc1","fisc11_conc2","fisc11_conc3","fisc11_conc4","fisc11_conc5","fisc11_conc6","fisc11_conc7","fisc11_conc8","forebeareffsec","forebeareffunsec","forebearsec1","forebearsec2","forebearsec3","forebearsec4","forebearsec5","forebearsec6","forebearsec7","forebearsec8","forebearunsec1","forebearunsec2","forebearunsec3","forebearunsec4","forebearunsec5","hscntcr1","hscntcr2","hscrchg","hsval","huresp","intmg","jbstat","mastat","mg1tot","nvesttot","pubsecty","region","saveamount","savebcs1","savebcs10","savebcs11","savebcs12","savebcs13","savebcs2","savebcs3","savebcs4","savebcs5","savebcs6","savebcs7","savebcs8","savebcs9","savingch","sex","soc","subsid","tenure","uncert","uncertch","us","usa","usb","usc","usd","use","usg","ush","usi","usj","ustot","weight","xphpdf","xphsdf","xpmg","xpus"
"156","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",41,"35 - 44","keeping up without much difficulty",NA,"no","no","no","no","no","yes","£2,000-£2,999","down >£100","£50,000-£74,999","no","no","no","no","yes","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","don't know","don't know","not applicable","not applicable","not applicable","in paid employ","marrried or couple","not applicable","£100,000 - £149,999","no","Greater London","£900-£999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease by £300 or more a month","Male","C1",20467753,"Private rented","vague idea","less certain","no","no","no","no","no","no","no","no","no","no","not applicable",1.24373353,"not applicable","no","not applicable","not applicable"
"157","no","no","no","no","no","no","no","yes","no","no","no",60,"55 - 64","keeping up, constant struggle",NA,NA,NA,NA,NA,NA,NA,"<=199","down <£50","£13,500-£15,499","no","no","yes","yes","no","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know","don't know","no","no","yes","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","don't know","not applicable","not applicable","not applicable","in paid employ","widowed/divorced/separated","not applicable","£1,000 - £1,999","no","South East","£50-£99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Female","D",20468109,"Local authority rented","no idea","less certain","yes","yes","no","no","no","no","no","no","no","no","£3,500-£3,999",0.890449415,"somewhat","no","not applicable","£140-£159"
"158","no","yes","no","no","no","no","no","yes","no","no","no",43,"35 - 44","keeping up, constant struggle","£0-49","yes","yes","no","no","no","no","£700-£799","down >£100","£50,000-£74,999","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","I would be behind on my mortgage payments by less than 6 months of payments",NA,"no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","the same","£175,000-£199,999","yes","base rate tracker","in paid employ","marrried or couple","£60,000-£69,999","£3,000 - £3,999","yes","North","£25-£49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease by £100-£149 a month","Male","A",20468561,"Owned mortgage","vague idea","less certain","yes","no","yes","no","no","no","no","no","no","no","£5,500-£5,999",1.19505336,"somewhat","yes","£400-£449","£160-£179"
"159","no","no","no","no","yes","no","no","yes","no","no","no",38,"35 - 44","keeping up, constant struggle",NA,NA,NA,NA,NA,NA,NA,"<=199","down >£100","£30,000-£39,999","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","no","I would be behind on my mortgage payments by less than 6 months of payments","I would be behind on my loan payments","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","harder","£150,000-£174,999","yes","fixed","in paid employ","marrried or couple","£90,000-£99,999","None","yes","Greater London","£50-£99","no","no","no","no","no","no","no","no","no","no","no","no","yes","Increase by £50-£99 a month","Female","C2",20468603,"Owned mortgage","vague idea","less certain","yes","no","yes","yes","yes","no","no","yes","no","yes","£15,000-£19,999",1.01810396,"heavy","no","£800-£849",">=£500"
"160","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",66,"65+","keeping up without much difficulty",NA,"no","no","no","no","no","yes","£900-£999","no change","£30,000-£39,999","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",NA,NA,NA,NA,NA,NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","not applicable",NA,"yes","not applicable","in paid employ","marrried or couple","not applicable","refused","no","East Midlands","£500-£599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease by £150-£199 a month","Female","C1",20469507,"Owned outright","good idea","less certain","no","no","no","no","no","no","no","no","no","no","not applicable",0.979574019,"not applicable","no","not applicable","not applicable"
"161","no","no","no","no","no","no","no","no","no","no","yes",67,"65+","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"<=199","no change","£9,500-£11,499","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","not applicable",NA,"yes","not applicable","retired","marrried or couple","not applicable","£15,000 - £17,499","no","West Midlands","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Female","D",20469721,"Owned outright","good idea","less certain","yes","no","no","yes","no","no","no","no","no","no","<£200",0.914778321,"no","no","not applicable","<£10"
"162","no","no","no","no","no","no","no","yes","no","no","no",69,"65+","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"£400-£499","down >£100","£17,500-£24,999","no","no","no","no","no","no","no","yes","don't know","don't know","don't know","don't know","don't know","don't know","no","no","no","no","yes","no","no","no","yes","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","yes","no","the same","not applicable","not applicable","not applicable","retired","widowed/divorced/separated","not applicable","None","yes","South East","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Female","B",20469734,"Private rented","good idea","no change","yes","no","no","yes","yes","no","no","yes","no","yes","£15,000-£19,999",1.26256687,"somewhat","yes","not applicable","£400-£449"
"163","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",57,"55 - 64","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£1,200-£1,399","down >£100","£40,000-£49,999","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","don't know",NA,"yes","not applicable","in paid employ","marrried or couple","not applicable","£25,000 - £29,999","no","North West","£250-£299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Male","C1",20470299,"Owned outright","good idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",0.930244022,"not applicable","no","not applicable","not applicable"
"164","no","no","yes","no","no","no","no","yes","yes","no","no",26,"25 - 34","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"£1,600-£1,799","up £50-£100","£25,000-£29,999","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","don't know","no","not applicable","not applicable","not applicable","not applicable","in paid employ","marrried or couple","not applicable","None","yes","Greater London","<=25","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","Increase by £50-£99 a month","Female","C1",20470369,"Private rented","vague idea","less certain","yes","no","no","yes","yes","no","no","yes","yes","yes","<£200",1.03098583,"somewhat","no","not applicable","£120-£139"
"165","no","no","no","no","no","no","no","yes","no","no","no",60,"55 - 64","keeping up, struggle from time to time","£100-149",NA,NA,NA,NA,NA,NA,"<=199","down £50-£100","£11,500-£13,499","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no",NA,NA,"no","no","no","no","no","no","no","yes",NA,NA,NA,NA,NA,"no","no","not applicable","£175,000-£199,999","yes","standard variable rate (SVR)","self employed","never married","<£10,000","£10,000 - £12,499","no","West Midlands","£50-£99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","C2",20470676,"Owned mortgage","good idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",1.04623018,"not applicable","no","<£100","not applicable"
"166","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",73,"65+","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£800-£899","down <£50","£30,000-£39,999","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","don't know",NA,"yes","not applicable","retired","marrried or couple","not applicable","£10,000 - £12,499","no","North","£100-£149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","B",20470728,"Owned outright","good idea","no change","yes","no","no","yes","no","no","no","no","no","yes","£500-£999",1.18457438,"no","no","not applicable","£40-£49"
"167","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",67,"65+","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£800-£899","down >£100","£30,000-£39,999","no","no","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","the same",NA,"yes","not applicable","self employed","marrried or couple","not applicable","£75,000 - £99,999","yes","Yorkshire & Humberside","£100-£149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Female","B",20472838,"Owned outright","vague idea","less certain","no","no","no","no","no","no","no","no","no","no","not applicable",1.09611713,"not applicable","no","not applicable","not applicable"
"168","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",59,"55 - 64","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£200-£299","down <£50","£15,500-£17,499","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","not applicable",NA,"yes","not applicable","in paid employ","marrried or couple","not applicable","£15,000 - £17,499","yes","East Midlands","£100-£149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Female","D",20473928,"Owned outright","good idea","no change","yes","yes","no","yes","no","no","no","no","no","no","£5,000-£5,499",0.849396269,"no","no","not applicable","£350-£399"
"169","no","no","no","no","no","no","no","yes","yes","yes","no",50,"45 - 54","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"<=199","down >£100","refused","no","yes","yes","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","not applicable",NA,"yes","not applicable","unemployed","widowed/divorced/separated","not applicable","refused","no","Greater London","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Female","C1",20474087,"Owned outright","no idea","less certain","no","no","no","no","no","no","no","no","no","no","not applicable",0.943122575,"not applicable","no","not applicable","not applicable"
"170","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",55,"55 - 64","refused",NA,NA,NA,NA,NA,NA,NA,"<=199","down £50-£100","refused","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused","refused","refused","refused","refused","yes","refused","not applicable",NA,"yes","not applicable","in paid employ","marrried or couple","not applicable","None","no","South East","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused","Male","C2",20474458,"Owned outright","no idea","less certain","yes","no","no","yes","no","no","no","no","no","no","<£200",0.970316141,"no","refused","not applicable","<£10"
"171","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",62,"55 - 64","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£1,400-£1,599","no change","£50,000-£74,999","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","not applicable",NA,"yes","not applicable","retired","marrried or couple","not applicable",">=£150,000","yes","North West","£900-£999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","B",20474628,"Owned outright","good idea","no change","yes","no","no","no","no","no","no","no","yes","no","£25,000-£29,999",1.09247619,"no","no","not applicable","<£10"
"172","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",67,"65+","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£900-£999","down <£50","£17,500-£24,999","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","not applicable",NA,"yes","not applicable","retired","marrried or couple","not applicable","£50,000 - £74,999","no","East Midlands","£500-£599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","C2",20474897,"Owned outright","good idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",1.10283411,"not applicable","no","not applicable","not applicable"
"173","no","no","no","no","no","no","no","yes","no","no","no",60,"55 - 64","keeping up, struggle from time to time",NA,"no","no","yes","no","no","no","£1,000-£1,199","down £50-£100","£17,500-£24,999","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",NA,NA,NA,NA,NA,NA,"no","no","yes","yes","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","not applicable","not applicable","not applicable","not applicable","in paid employ","marrried or couple","not applicable","£5,000 - £5,999","no","South West","£50-£99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease by less than £50 a month","Male","B",20474898,"Local authority rented","vague idea","less certain","no","no","no","no","no","no","no","no","no","no","not applicable",1.22071519,"not applicable","no","not applicable","not applicable"
"174","no","no","no","no","no","no","no","yes","no","no","no",30,"25 - 34","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"<=199","down >£100","£25,000-£29,999","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","don't know","don't know","don't know","don't know","no","no","not applicable","not applicable","not applicable","not applicable","something else","marrried or couple","not applicable","None","don't know","Wales","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Female","D",20476454,"Local authority rented","no idea","less certain","yes","yes","no","yes","yes","no","no","yes","no","no","£3,500-£3,999",0.986099586,"somewhat","no","not applicable","£260-£279"
